N,P,K,temperature,humidity,ph,rainfall,soil,crop_label
31,26,9,11.7,93.26,7.57,103.2,loamy,orange
86,59,35,25.79,82.11,6.95,243.51,clay,rice
36,29,13,20.68,90.92,7.83,109.75,loamy,orange
101,11,51,25.51,84.24,6.79,44.21,loamy clay ,pepper
98,26,52,27.34,90.7,6.15,28.69,sandy loam,tomatoes
40,58,15,29.46,87.61,6.98,43.15,loamy,yam
39,76,76,19.97,15.57,6.14,69.16,loamy,soybean
11,14,5,11.5,94.89,6.95,115.57,loamy,orange
99,57,35,26.76,81.18,5.96,272.3,clay,rice
5,74,21,16.24,21.36,5.59,66.97,clay,beans
32,79,15,23.91,20.75,5.71,81.6,clay,beans
98,35,18,23.8,74.83,6.25,91.76,sandy loam,maize
34,60,25,29.78,85.17,6.79,40.78,loamy,yam
8,23,38,19.3,87.18,7.01,105.48,sandy loam,guinea_corn
25,70,16,19.63,18.91,5.76,106.36,clay,beans
110,22,47,29.03,91.82,6.24,24.94,sandy loam,tomatoes
37,18,12,10.27,90.19,7.4,106.7,loamy,orange
84,50,44,25.49,81.41,5.94,182.65,clay,rice
51,72,75,18.89,14.99,7.1,80.11,loamy,soybean
81,41,38,22.68,83.73,7.52,200.91,clay,rice
26,80,83,17.08,16.15,7.53,71.31,loamy,soybean
31,26,9,11.7,93.26,7.57,103.2,loamy,orange
19,78,16,20.65,23.11,5.97,67.72,clay,beans
99,29,55,29.19,91.46,6.66,26.48,sandy loam,tomatoes
39,28,10,31.35,91.48,7.18,109.15,loamy,orange
10,55,23,21.19,19.63,5.73,137.19,clay,beans
113,20,48,27.47,94.88,6.44,27.28,sandy loam,tomatoes
12,61,19,19.33,24.14,5.66,68.51,clay,beans
94,50,37,25.67,80.66,6.95,209.59,clay,rice
22,64,82,19.49,17.17,6.47,87.51,loamy,soybean
37,24,13,19.14,90.71,7.85,108.02,loamy,orange
59,60,84,19.03,18.67,7.69,94.71,loamy,soybean
4,59,25,27.69,81.94,6.23,54.62,loamy,yam
2,38,18,27.54,89.93,6.62,45.49,loamy,yam
83,58,45,25.76,83.52,5.88,245.66,clay,rice
35,69,23,16.79,24.97,5.58,75.45,clay,beans
3,9,45,23.89,89.62,6.54,104.62,sandy loam,guinea_corn
26,65,22,17.85,18.78,5.95,143.1,clay,beans
6,7,7,27.68,94.47,7.2,114.0,loamy,orange
99,6,45,26.13,86.55,6.0,40.71,loamy clay ,pepper
9,25,41,24.82,91.91,5.97,109.29,sandy loam,guinea_corn
22,54,20,28.56,83.64,6.69,41.01,loamy,yam
60,68,83,19.12,18.43,6.62,85.53,loamy,soybean
34,9,36,22.81,86.34,6.28,110.44,sandy loam,guinea_corn
34,60,23,20.13,24.97,5.66,100.05,clay,beans
21,17,15,23.98,91.55,7.46,118.49,loamy,orange
15,9,11,11.55,94.15,7.91,108.83,loamy,orange
98,53,38,20.27,81.64,5.01,270.44,clay,rice
91,24,55,26.27,83.09,6.26,46.77,loamy clay ,pepper
39,71,84,20.28,16.4,8.14,82.52,loamy,soybean
29,77,75,17.5,15.48,7.78,72.94,loamy,soybean
4,13,6,15.63,94.26,7.56,101.47,loamy,orange
98,26,49,27.29,90.53,6.13,23.5,sandy loam,tomatoes
86,18,45,28.97,90.72,6.57,22.26,sandy loam,tomatoes
34,66,19,32.97,60.18,7.59,73.45,sandy loam,cassava
94,50,37,25.67,80.66,6.95,209.59,clay,rice
8,23,38,19.3,87.18,7.01,105.48,sandy loam,guinea_corn
59,60,84,19.03,18.67,7.69,94.71,loamy,soybean
29,21,45,23.41,93.13,6.75,105.22,sandy loam,guinea_corn
40,29,42,24.63,89.02,7.1,110.7,sandy loam,guinea_corn
55,67,16,34.37,69.69,6.6,70.27,sandy loam,cassava
87,35,25,21.45,63.16,6.18,65.89,sandy loam,maize
17,77,24,20.77,18.93,5.57,109.02,clay,beans
39,71,84,20.28,16.4,8.14,82.52,loamy,soybean
6,48,24,28.64,84.61,6.79,48.48,loamy,yam
44,76,22,27.26,68.01,7.78,68.92,sandy loam,cassava
81,25,49,29.87,93.25,6.08,26.26,sandy loam,tomatoes
73,58,21,19.97,57.68,6.6,60.65,sandy loam,maize
7,20,12,16.53,94.77,6.48,110.04,loamy,orange
101,17,47,29.49,94.73,6.19,26.31,sandy loam,tomatoes
40,27,45,21.66,94.79,5.89,112.43,sandy loam,guinea_corn
86,37,16,20.52,59.21,5.56,67.61,sandy loam,maize
37,6,13,26.03,91.51,7.51,101.28,loamy,orange
8,54,20,28.33,80.77,7.03,38.8,loamy,yam
29,75,75,19.62,18.71,7.06,88.46,loamy,soybean
43,79,79,19.41,18.98,7.81,80.25,loamy,soybean
22,26,38,22.92,85.13,6.99,110.24,sandy loam,guinea_corn
115,12,52,27.51,94.96,6.69,21.02,sandy loam,tomatoes
89,25,54,24.69,85.57,6.35,48.99,loamy clay ,pepper
25,65,21,33.86,68.59,6.88,69.24,sandy loam,cassava
40,27,45,21.66,94.79,5.89,112.43,sandy loam,guinea_corn
60,38,17,18.42,64.24,6.47,76.41,sandy loam,maize
65,60,22,25.37,72.52,6.61,107.91,sandy loam,maize
24,42,23,28.22,82.36,6.43,44.01,loamy,yam
83,15,49,28.93,91.39,6.44,23.2,sandy loam,tomatoes
74,55,19,18.05,62.89,6.29,84.24,sandy loam,maize
53,73,77,19.71,18.1,7.33,73.64,loamy,soybean
58,71,15,27.83,67.59,6.92,74.01,sandy loam,cassava
37,65,16,22.84,18.97,5.68,63.59,clay,beans
21,38,21,29.76,86.45,6.64,37.55,loamy,yam
70,44,19,23.32,73.45,5.85,94.3,sandy loam,maize
119,25,51,26.47,80.92,6.28,53.66,loamy clay ,pepper
22,60,85,18.84,14.74,6.81,94.78,loamy,soybean
100,10,53,24.54,84.61,6.21,42.01,loamy clay ,pepper
23,5,44,21.21,94.26,7.16,107.57,sandy loam,guinea_corn
110,14,51,27.02,91.67,6.09,21.26,sandy loam,tomatoes
44,55,25,29.63,65.91,7.42,71.16,sandy loam,cassava
20,69,15,23.44,22.77,5.93,107.41,clay,beans
22,60,24,18.78,20.25,5.63,104.26,clay,beans
21,17,15,23.98,91.55,7.46,118.49,loamy,orange
20,29,10,29.07,93.27,7.37,100.79,loamy,orange
26,65,22,17.85,18.78,5.95,143.1,clay,beans
19,65,25,18.1,18.29,5.63,144.79,clay,beans
74,39,38,23.24,84.59,7.78,233.05,clay,rice
40,58,75,18.59,14.78,6.17,89.61,loamy,soybean
17,64,17,21.02,24.94,5.66,124.61,clay,beans
0,18,14,29.77,92.01,7.21,114.42,loamy,orange
84,50,44,25.49,81.41,5.94,182.65,clay,rice
49,55,78,18.66,16.18,7.86,81.71,loamy,soybean
62,52,16,22.28,58.84,6.97,63.87,sandy loam,maize
18,14,11,28.05,90.01,6.55,117.13,loamy,orange
85,9,53,28.21,92.87,6.45,28.79,sandy loam,tomatoes
23,30,44,20.94,85.43,6.12,103.03,sandy loam,guinea_corn
44,63,15,26.42,64.51,7.34,63.47,sandy loam,cassava
28,65,23,28.39,61.89,7.41,74.24,sandy loam,cassava
31,8,7,34.51,93.64,7.16,103.57,loamy,orange
6,62,22,20.53,18.09,5.82,120.45,clay,beans
32,60,83,19.69,19.44,8.83,91.76,loamy,soybean
30,64,20,33.86,61.57,6.57,68.02,sandy loam,cassava
33,80,22,28.57,65.72,6.59,70.09,sandy loam,cassava
7,16,9,18.88,92.04,7.81,114.67,loamy,orange
34,11,10,31.75,94.6,7.36,115.2,loamy,orange
40,9,41,24.38,85.4,5.78,106.13,sandy loam,guinea_corn
95,39,36,23.86,83.15,5.56,285.25,clay,rice
69,37,42,23.06,83.37,7.07,251.05,clay,rice
24,56,85,18.2,17.41,6.55,80.64,loamy,soybean
100,48,16,25.72,67.22,5.55,74.51,sandy loam,maize
37,49,25,29.91,85.85,6.42,41.39,loamy,yam
31,58,15,27.11,84.97,7.12,51.53,loamy,yam
68,57,43,26.09,80.38,5.71,182.9,clay,rice
37,62,17,25.69,69.84,7.12,74.62,sandy loam,cassava
25,70,16,19.63,18.91,5.76,106.36,clay,beans
34,60,16,31.36,64.25,7.32,63.86,sandy loam,cassava
83,58,45,25.76,83.52,5.88,245.66,clay,rice
34,29,8,31.88,91.15,6.45,105.34,loamy,orange
13,8,12,25.16,92.55,7.11,114.31,loamy,orange
2,24,38,24.56,91.64,5.92,111.97,sandy loam,guinea_corn
37,24,13,19.14,90.71,7.85,108.02,loamy,orange
83,41,43,21.05,82.68,6.25,233.11,clay,rice
35,41,18,28.71,81.59,6.71,59.87,loamy,yam
20,8,12,25.3,94.96,7.26,117.97,loamy,orange
34,60,22,17.66,18.15,5.64,100.67,clay,beans
26,27,10,28.07,92.91,6.08,114.13,loamy,orange
79,43,39,21.67,80.71,7.06,210.81,clay,rice
9,16,36,23.78,92.93,5.89,106.98,sandy loam,guinea_corn
37,6,13,26.03,91.51,7.51,101.28,loamy,orange
9,16,39,18.41,91.12,6.1,105.18,sandy loam,guinea_corn
36,76,75,18.38,16.64,8.74,70.52,loamy,soybean
13,7,43,18.2,91.12,7.01,109.66,sandy loam,guinea_corn
109,12,48,29.46,92.13,6.71,20.76,sandy loam,tomatoes
111,5,50,27.59,91.8,6.4,24.84,sandy loam,tomatoes
28,46,16,29.01,84.96,6.66,45.91,loamy,yam
95,7,45,27.3,90.8,6.03,25.09,sandy loam,tomatoes
0,12,7,20.18,90.65,6.97,116.81,loamy,orange
11,10,45,22.63,88.46,6.4,109.04,sandy loam,guinea_corn
35,52,19,27.11,89.9,6.7,37.46,loamy,yam
34,47,19,27.31,85.45,6.57,53.15,loamy,yam
12,61,19,19.33,24.14,5.66,68.51,clay,beans
74,35,40,26.49,80.16,6.98,242.86,clay,rice
28,46,16,29.01,84.96,6.66,45.91,loamy,yam
82,20,54,29.34,90.02,6.54,21.45,sandy loam,tomatoes
39,24,39,23.65,93.33,6.43,109.81,sandy loam,guinea_corn
8,26,36,18.78,87.4,6.8,102.52,sandy loam,guinea_corn
60,36,43,23.43,83.06,5.29,219.9,clay,rice
19,53,22,27.86,80.45,6.85,42.83,loamy,yam
95,55,42,26.8,82.15,5.95,193.35,clay,rice
95,21,47,27.93,93.56,6.43,20.66,sandy loam,tomatoes
11,72,20,19.52,24.93,5.95,113.33,clay,beans
5,65,16,21.33,18.49,5.87,109.1,clay,beans
57,68,81,17.17,17.3,8.08,72.79,loamy,soybean
11,72,20,19.52,24.93,5.95,113.33,clay,beans
21,6,41,24.88,89.4,7.09,107.2,sandy loam,guinea_corn
60,51,36,22.7,82.81,6.03,257.0,clay,rice
13,16,8,34.74,93.12,6.95,100.2,loamy,orange
20,79,77,18.55,16.03,7.65,76.33,loamy,soybean
114,8,50,24.75,88.31,6.58,57.96,loamy clay ,pepper
36,55,20,27.01,84.34,6.64,55.3,loamy,yam
25,70,16,19.63,18.91,5.76,106.36,clay,beans
32,25,35,18.1,85.71,5.89,107.01,sandy loam,guinea_corn
11,18,42,21.58,94.88,5.94,102.86,sandy loam,guinea_corn
61,52,41,24.98,83.89,6.88,204.8,clay,rice
37,74,15,24.92,18.23,5.58,62.71,clay,beans
120,24,47,26.99,89.41,6.26,58.55,loamy clay ,pepper
31,53,16,28.74,85.82,6.45,48.55,loamy,yam
95,12,46,26.22,81.01,6.32,54.65,loamy clay ,pepper
11,18,42,21.58,94.88,5.94,102.86,sandy loam,guinea_corn
40,73,20,21.59,20.32,5.81,61.14,clay,beans
11,18,42,21.58,94.88,5.94,102.86,sandy loam,guinea_corn
27,63,19,20.93,21.19,5.56,133.19,clay,beans
81,18,50,26.44,80.92,6.51,47.82,loamy clay ,pepper
60,61,78,20.71,19.84,6.32,94.04,loamy,soybean
74,56,22,18.28,66.66,6.83,80.98,sandy loam,maize
41,74,18,28.76,61.03,6.6,73.38,sandy loam,cassava
63,42,21,23.26,72.33,5.8,67.1,sandy loam,maize
34,59,23,28.56,83.25,6.94,56.48,loamy,yam
95,13,46,29.84,93.76,6.13,23.28,sandy loam,tomatoes
94,5,55,28.59,91.89,6.09,26.88,sandy loam,tomatoes
1,48,24,29.35,85.6,6.23,59.04,loamy,yam
60,57,24,18.66,61.55,6.12,75.03,sandy loam,maize
0,65,15,23.46,23.22,5.65,95.84,clay,beans
101,17,55,24.37,87.13,6.45,44.64,loamy clay ,pepper
99,6,45,26.13,86.55,6.0,40.71,loamy clay ,pepper
37,24,13,19.14,90.71,7.85,108.02,loamy,orange
15,11,38,23.13,92.68,6.63,109.39,sandy loam,guinea_corn
31,79,25,23.19,22.31,5.9,63.38,clay,beans
24,18,6,26.57,94.45,6.29,116.38,loamy,orange
115,9,52,29.07,90.98,6.02,29.12,sandy loam,tomatoes
60,44,23,24.79,70.05,5.72,76.73,sandy loam,maize
79,45,20,23.81,59.25,5.72,89.96,sandy loam,maize
27,62,77,18.2,14.71,6.58,70.18,loamy,soybean
38,14,37,21.81,94.64,6.66,102.65,sandy loam,guinea_corn
52,58,16,30.64,61.15,7.17,71.37,sandy loam,cassava
23,72,84,19.02,17.13,6.92,79.93,loamy,soybean
73,58,21,19.97,57.68,6.6,60.65,sandy loam,maize
62,48,20,21.7,60.47,6.71,95.71,sandy loam,maize
61,44,17,26.1,71.57,6.93,102.27,sandy loam,maize
89,60,17,25.38,57.21,5.98,101.7,sandy loam,maize
27,65,18,20.11,23.22,5.6,73.36,clay,beans
11,72,20,19.52,24.93,5.95,113.33,clay,beans
30,44,16,29.73,82.89,6.44,50.92,loamy,yam
28,65,23,28.39,61.89,7.41,74.24,sandy loam,cassava
39,28,10,31.35,91.48,7.18,109.15,loamy,orange
88,17,52,29.9,90.75,6.65,25.38,sandy loam,tomatoes
31,70,77,20.89,14.32,6.49,90.46,loamy,soybean
86,36,24,26.55,72.89,5.79,73.34,sandy loam,maize
82,20,54,29.34,90.02,6.54,21.45,sandy loam,tomatoes
8,26,36,18.78,87.4,6.8,102.52,sandy loam,guinea_corn
31,53,16,28.74,85.82,6.45,48.55,loamy,yam
20,41,20,29.27,89.49,7.07,50.92,loamy,yam
110,22,47,29.03,91.82,6.24,24.94,sandy loam,tomatoes
14,48,21,29.25,84.8,6.99,53.43,loamy,yam
98,35,18,23.8,74.83,6.25,91.76,sandy loam,maize
25,70,16,19.63,18.91,5.76,106.36,clay,beans
12,61,19,19.33,24.14,5.66,68.51,clay,beans
35,48,15,27.11,87.45,6.98,55.04,loamy,yam
22,72,85,18.87,15.66,6.39,88.51,loamy,soybean
39,24,39,23.65,93.33,6.43,109.81,sandy loam,guinea_corn
32,14,37,22.73,88.49,6.83,104.68,sandy loam,guinea_corn
14,8,43,21.93,94.46,7.05,111.72,sandy loam,guinea_corn
99,55,35,21.72,80.24,6.5,277.96,clay,rice
4,19,42,23.83,87.84,6.31,111.22,sandy loam,guinea_corn
72,60,25,18.53,69.03,5.77,88.1,sandy loam,maize
14,8,43,21.93,94.46,7.05,111.72,sandy loam,guinea_corn
29,76,15,28.54,64.2,7.03,69.69,sandy loam,cassava
13,69,19,17.31,20.02,5.86,115.2,clay,beans
61,41,17,25.14,65.26,6.02,76.68,sandy loam,maize
27,64,21,32.84,68.68,7.54,73.67,sandy loam,cassava
9,77,17,20.12,24.45,5.78,106.16,clay,beans
13,72,21,24.32,21.03,5.82,60.28,clay,beans
26,80,83,17.08,16.15,7.53,71.31,loamy,soybean
75,54,36,26.29,84.57,7.02,257.49,clay,rice
36,66,15,30.09,69.35,6.67,67.14,sandy loam,cassava
6,30,40,22.77,91.45,6.36,106.97,sandy loam,guinea_corn
3,9,45,23.89,89.62,6.54,104.62,sandy loam,guinea_corn
8,26,36,18.78,87.4,6.8,102.52,sandy loam,guinea_corn
116,5,54,25.38,80.99,6.65,57.23,loamy clay ,pepper
21,9,40,24.51,90.64,5.96,105.62,sandy loam,guinea_corn
8,28,38,23.23,94.43,6.84,105.69,sandy loam,guinea_corn
101,17,55,24.37,87.13,6.45,44.64,loamy clay ,pepper
86,59,35,25.79,82.11,6.95,243.51,clay,rice
4,24,43,22.4,88.15,7.2,109.87,sandy loam,guinea_corn
83,57,19,25.73,70.75,6.88,98.74,sandy loam,maize
84,18,46,27.09,93.42,6.78,25.32,sandy loam,tomatoes
81,41,38,22.68,83.73,7.52,200.91,clay,rice
38,60,76,18.65,17.81,8.87,77.93,loamy,soybean
4,24,43,22.4,88.15,7.2,109.87,sandy loam,guinea_corn
99,36,20,20.58,65.35,6.67,78.35,sandy loam,maize
119,19,55,25.19,83.45,6.82,46.87,loamy clay ,pepper
95,21,47,27.93,93.56,6.43,20.66,sandy loam,tomatoes
104,17,46,25.71,80.23,6.19,43.09,loamy clay ,pepper
0,65,15,23.46,23.22,5.65,95.84,clay,beans
25,65,21,33.86,68.59,6.88,69.24,sandy loam,cassava
23,62,85,18.97,19.52,8.49,80.71,loamy,soybean
99,55,35,21.72,80.24,6.5,277.96,clay,rice
23,59,25,27.83,88.73,6.32,56.69,loamy,yam
99,36,20,20.58,65.35,6.67,78.35,sandy loam,maize
81,25,49,29.87,93.25,6.08,26.26,sandy loam,tomatoes
39,28,10,31.35,91.48,7.18,109.15,loamy,orange
114,27,48,27.82,93.04,6.53,26.32,sandy loam,tomatoes
102,11,47,27.99,92.78,6.5,27.15,sandy loam,tomatoes
109,10,53,26.82,87.83,6.55,46.06,loamy clay ,pepper
58,71,15,27.83,67.59,6.92,74.01,sandy loam,cassava
1,15,9,29.98,94.55,7.53,115.36,loamy,orange
71,46,40,20.28,82.12,7.24,191.95,clay,rice
119,30,49,25.36,80.46,6.9,47.72,loamy clay ,pepper
61,41,17,25.14,65.26,6.02,76.68,sandy loam,maize
36,55,20,27.01,84.34,6.64,55.3,loamy,yam
8,50,21,28.63,89.11,6.22,50.5,loamy,yam
83,25,53,26.49,80.05,6.06,57.73,loamy clay ,pepper
109,21,55,24.9,89.74,6.77,57.45,loamy clay ,pepper
21,21,38,22.55,89.33,6.33,104.9,sandy loam,guinea_corn
65,60,43,21.97,81.9,5.66,227.36,clay,rice
90,49,21,24.84,68.36,6.47,74.05,sandy loam,maize
40,27,45,21.66,94.79,5.89,112.43,sandy loam,guinea_corn
117,25,54,28.68,92.51,6.15,29.11,sandy loam,tomatoes
115,17,55,27.58,94.12,6.78,28.08,sandy loam,tomatoes
6,77,25,20.61,24.36,5.79,69.64,clay,beans
115,11,46,24.42,89.4,6.62,40.32,loamy clay ,pepper
22,56,17,29.88,87.33,6.89,44.75,loamy,yam
34,59,23,28.56,83.25,6.94,56.48,loamy,yam
84,21,55,28.47,94.79,6.49,21.08,sandy loam,tomatoes
120,23,55,27.84,91.61,6.73,26.48,sandy loam,tomatoes
61,53,43,26.4,81.06,6.35,223.37,clay,rice
95,21,47,27.93,93.56,6.43,20.66,sandy loam,tomatoes
14,48,21,29.25,84.8,6.99,53.43,loamy,yam
12,78,23,16.07,18.72,6.0,88.07,clay,beans
11,60,23,27.34,88.5,7.03,51.1,loamy,yam
27,79,82,17.07,17.54,6.31,70.87,loamy,soybean
25,63,20,15.79,21.15,5.5,95.17,clay,beans
86,18,45,28.97,90.72,6.57,22.26,sandy loam,tomatoes
44,63,15,26.42,64.51,7.34,63.47,sandy loam,cassava
111,6,53,26.49,88.59,6.31,46.06,loamy clay ,pepper
22,79,17,21.42,20.4,5.91,116.52,clay,beans
56,79,15,29.48,63.2,7.45,71.89,sandy loam,cassava
74,39,38,23.24,84.59,7.78,233.05,clay,rice
63,35,16,22.03,65.36,6.27,83.73,sandy loam,maize
31,51,25,27.54,85.57,7.2,53.02,loamy,yam
13,16,8,34.74,93.12,6.95,100.2,loamy,orange
10,55,23,21.19,19.63,5.73,137.19,clay,beans
4,19,43,18.07,93.15,5.78,106.36,sandy loam,guinea_corn
9,16,39,18.41,91.12,6.1,105.18,sandy loam,guinea_corn
20,29,10,29.07,93.27,7.37,100.79,loamy,orange
85,9,53,28.21,92.87,6.45,28.79,sandy loam,tomatoes
76,57,18,18.98,74.53,6.09,94.26,sandy loam,maize
39,73,24,25.66,61.18,7.22,69.29,sandy loam,cassava
22,78,76,17.85,19.09,8.62,76.32,loamy,soybean
8,54,20,28.33,80.77,7.03,38.8,loamy,yam
11,46,24,27.65,89.81,6.46,56.53,loamy,yam
32,14,37,22.73,88.49,6.83,104.68,sandy loam,guinea_corn
85,25,47,26.11,87.64,6.3,58.48,loamy clay ,pepper
21,9,40,24.51,90.64,5.96,105.62,sandy loam,guinea_corn
63,35,16,22.03,65.36,6.27,83.73,sandy loam,maize
22,80,20,23.01,18.87,5.67,100.12,clay,beans
33,59,22,22.64,21.59,5.95,122.39,clay,beans
9,57,24,29.89,89.72,7.17,42.99,loamy,yam
95,16,46,27.08,90.14,6.75,24.45,sandy loam,tomatoes
75,54,36,26.29,84.57,7.02,257.49,clay,rice
84,21,55,28.47,94.79,6.49,21.08,sandy loam,tomatoes
34,60,25,29.78,85.17,6.79,40.78,loamy,yam
68,41,16,21.78,57.81,6.16,102.09,sandy loam,maize
120,7,47,24.25,83.04,6.65,54.77,loamy clay ,pepper
39,28,10,31.35,91.48,7.18,109.15,loamy,orange
101,11,51,25.51,84.24,6.79,44.21,loamy clay ,pepper
112,25,51,25.05,85.57,6.93,56.72,loamy clay ,pepper
119,30,49,25.36,80.46,6.9,47.72,loamy clay ,pepper
100,14,49,29.49,91.08,6.37,26.02,sandy loam,tomatoes
29,22,40,23.63,89.73,6.15,107.68,sandy loam,guinea_corn
36,76,75,18.38,16.64,8.74,70.52,loamy,soybean
109,21,55,24.9,89.74,6.77,57.45,loamy clay ,pepper
58,66,79,20.99,19.33,8.72,93.55,loamy,soybean
21,6,41,24.88,89.4,7.09,107.2,sandy loam,guinea_corn
14,48,21,29.25,84.8,6.99,53.43,loamy,yam
99,36,20,20.58,65.35,6.67,78.35,sandy loam,maize
13,30,37,20.86,91.62,6.28,106.87,sandy loam,guinea_corn
52,70,16,33.67,66.6,7.53,67.33,sandy loam,cassava
39,76,76,19.97,15.57,6.14,69.16,loamy,soybean
0,18,14,29.77,92.01,7.21,114.42,loamy,orange
1,62,23,15.44,18.37,5.61,139.03,clay,beans
25,70,16,19.63,18.91,5.76,106.36,clay,beans
16,10,41,24.77,85.64,6.74,105.76,sandy loam,guinea_corn
30,75,81,19.42,16.81,6.41,68.52,loamy,soybean
9,16,36,23.78,92.93,5.89,106.98,sandy loam,guinea_corn
79,45,20,23.81,59.25,5.72,89.96,sandy loam,maize
52,60,79,19.45,18.23,8.38,75.63,loamy,soybean
9,69,20,19.31,23.96,5.59,129.34,clay,beans
51,72,75,18.89,14.99,7.1,80.11,loamy,soybean
90,57,24,18.93,72.8,6.16,82.34,sandy loam,maize
76,44,17,20.42,62.55,5.86,65.28,sandy loam,maize
99,55,35,21.72,80.24,6.5,277.96,clay,rice
44,58,18,28.04,65.07,6.81,72.5,sandy loam,cassava
64,35,23,23.02,61.89,5.68,63.04,sandy loam,maize
17,58,20,28.07,85.92,6.43,39.24,loamy,yam
4,44,19,27.96,83.53,6.92,43.26,loamy,yam
78,37,22,25.34,63.32,6.33,74.52,sandy loam,maize
8,28,37,23.88,86.21,6.08,108.31,sandy loam,guinea_corn
118,18,52,28.05,90.83,6.56,20.76,sandy loam,tomatoes
43,66,79,19.46,15.23,7.98,74.59,loamy,soybean
29,67,21,29.79,63.39,6.62,63.02,sandy loam,cassava
37,24,13,19.14,90.71,7.85,108.02,loamy,orange
37,64,22,17.48,18.83,5.95,121.94,clay,beans
43,79,79,19.41,18.98,7.81,80.25,loamy,soybean
21,51,15,29.36,89.19,6.68,48.3,loamy,yam
26,80,83,17.08,16.15,7.53,71.31,loamy,soybean
70,36,42,21.84,80.73,6.95,202.38,clay,rice
60,55,44,23.0,82.32,7.84,263.96,clay,rice
42,79,85,17.22,15.82,6.13,76.58,loamy,soybean
87,35,25,21.45,63.16,6.18,65.89,sandy loam,maize
90,44,38,23.84,83.88,7.47,241.2,clay,rice
32,25,9,10.36,93.76,7.8,101.15,loamy,orange
22,72,85,18.87,15.66,6.39,88.51,loamy,soybean
36,29,13,20.68,90.92,7.83,109.75,loamy,orange
39,76,76,19.97,15.57,6.14,69.16,loamy,soybean
84,25,52,24.37,81.25,6.13,44.21,loamy clay ,pepper
83,57,19,25.73,70.75,6.88,98.74,sandy loam,maize
17,52,17,27.88,86.45,6.36,44.64,loamy,yam
104,25,51,28.96,93.88,6.47,23.56,sandy loam,tomatoes
22,78,76,17.85,19.09,8.62,76.32,loamy,soybean
59,70,84,17.33,18.75,7.55,82.62,loamy,soybean
74,58,18,20.04,56.36,6.73,109.02,sandy loam,maize
36,38,15,28.36,87.6,6.32,58.0,loamy,yam
116,25,50,29.26,92.92,6.09,28.71,sandy loam,tomatoes
26,54,17,28.55,88.96,6.27,49.49,loamy,yam
39,9,15,25.35,91.81,7.99,116.76,loamy,orange
75,54,36,26.29,84.57,7.02,257.49,clay,rice
21,17,15,23.98,91.55,7.46,118.49,loamy,orange
12,20,10,24.45,93.11,6.53,109.47,loamy,orange
106,10,49,27.73,92.01,6.35,20.21,sandy loam,tomatoes
42,67,77,18.99,15.94,6.11,78.71,loamy,soybean
25,17,40,18.91,87.75,6.61,111.28,sandy loam,guinea_corn
57,68,81,17.17,17.3,8.08,72.79,loamy,soybean
76,49,42,24.96,84.48,5.21,196.96,clay,rice
24,21,42,20.82,87.23,7.0,109.44,sandy loam,guinea_corn
106,20,51,29.73,90.97,6.34,20.49,sandy loam,tomatoes
40,27,45,21.66,94.79,5.89,112.43,sandy loam,guinea_corn
38,36,21,28.03,84.88,6.56,36.12,loamy,yam
102,14,52,26.79,89.65,6.51,57.74,loamy clay ,pepper
11,72,20,19.52,24.93,5.95,113.33,clay,beans
90,44,38,23.84,83.88,7.47,241.2,clay,rice
39,71,84,20.28,16.4,8.14,82.52,loamy,soybean
11,10,45,22.63,88.46,6.4,109.04,sandy loam,guinea_corn
116,25,50,29.26,92.92,6.09,28.71,sandy loam,tomatoes
101,20,48,24.68,82.75,6.21,57.06,loamy clay ,pepper
39,17,45,18.1,90.42,6.92,104.88,sandy loam,guinea_corn
36,29,13,20.68,90.92,7.83,109.75,loamy,orange
22,64,82,19.49,17.17,6.47,87.51,loamy,soybean
31,75,18,15.47,21.44,5.82,88.89,clay,beans
56,79,15,29.48,63.2,7.45,71.89,sandy loam,cassava
27,56,20,29.21,87.11,6.42,51.54,loamy,yam
90,14,52,24.85,89.2,6.39,59.68,loamy clay ,pepper
15,6,41,19.01,88.84,6.9,108.68,sandy loam,guinea_corn
28,66,23,21.54,24.25,6.0,120.69,clay,beans
95,12,51,25.76,84.17,6.68,44.22,loamy clay ,pepper
9,8,40,22.49,89.92,6.55,111.66,sandy loam,guinea_corn
114,8,50,24.75,88.31,6.58,57.96,loamy clay ,pepper
83,9,45,25.85,89.13,6.05,46.85,loamy clay ,pepper
27,62,77,18.2,14.71,6.58,70.18,loamy,soybean
4,6,7,23.01,91.12,6.71,112.67,loamy,orange
27,80,15,19.07,21.21,5.79,86.22,clay,beans
21,21,38,22.55,89.33,6.33,104.9,sandy loam,guinea_corn
22,70,19,18.24,21.08,5.52,69.45,clay,beans
37,79,19,27.54,69.35,7.14,69.41,sandy loam,cassava
95,13,46,29.84,93.76,6.13,23.28,sandy loam,tomatoes
13,60,25,17.14,20.61,5.69,128.26,clay,beans
84,29,49,29.94,93.91,6.25,20.39,sandy loam,tomatoes
21,39,20,28.14,82.12,7.06,46.76,loamy,yam
29,76,15,28.54,64.2,7.03,69.69,sandy loam,cassava
98,8,51,26.18,86.52,6.26,49.43,loamy clay ,pepper
84,44,21,21.87,61.91,5.85,107.27,sandy loam,maize
20,27,41,20.51,92.52,5.7,110.58,sandy loam,guinea_corn
111,6,53,26.49,88.59,6.31,46.06,loamy clay ,pepper
40,78,20,19.19,20.83,5.67,80.15,clay,beans
